Boomnummer,Maatregel,Boomsoort in veld gemuteerd,Diameter afgestorven tak,Kroonsterfte,Leeftijd,Mate van hergroei,Netto ontbladering,Risicoprofiel,Straat,LAT,LON
1854947,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Waterlinieweg,52.06957087,5.131013025
1854683,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,32,Minimaal,26-50%,Categorie I,Wickenburglaan,52.06682621,5.126887668
1854619,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,23,Matig,76-99%,Categorie III,Mytylweg,52.07453453,5.153315785
1854594,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Overste den Oudenlaan,52.07926703,5.102604425
1854585,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Matig,51-75%,Categorie I,Vechtzoom,52.11432385,5.101029924
1854571,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is afstervend,48,Minimaal,76-99%,Categorie I,Meentpark,52.0732169,5.040289345
1854480,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.02992013,5.062461955
1854246,Bomen rooien,Fraxinus ornus,< 4 cm,Matige sterfte,13,Goed,6-25%,Categorie I,Ajaxdreef,52.11598927,5.132640466
1854237,Bomen rooien,Fraxinus excelsior 'Diversifolia',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Reviuskade,52.0842066,5.112141502
1854106,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04536827,5.063806461
1854052,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,48,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06718976,5.163088762
1853814,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,26-50%,Categorie III,Park de Koppel,52.05959424,5.14242292
1853711,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,12,Minimaal,51-75%,Categorie I,Koningsweg,52.0746556,5.144207303
1853523,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.07137068,5.154111025
1853420,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,24,Matig,51-75%,Categorie I,Chico Mendesstraat,52.11181941,5.144599479
1853358,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,36,Minimaal,76-99%,Categorie II,Lo Bruntpad,52.10269303,5.151055826
1853168,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,8,Matig,26-50%,Categorie I,Emmerich Kálmánlaan,52.10344891,5.030113877
1853141,Bomen rooien,Fraxinus excelsior 'Diversifolia',4-10 cm,Ernstige sterfte,8,Minimaal,51-75%,Categorie I,Hof ter Weydeweg,52.10098432,5.039445016
1853105,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,42,Minimaal,51-75%,Categorie I,Liesgrassingel,52.10053729,4.997664895
1853029,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Park Transwijk,52.06862552,5.106594856
1852916,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,48,Minimaal,76-99%,Categorie I,Wim Sonneveldlaan,52.08702685,5.157927273
1852823,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,43,Goed,6-25%,Categorie I,Landgoed Amelisweerd,52.07758542,5.1699801
1852550,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,2,Minimaal,26-50%,Categorie I,Hollantlaan,52.06223579,5.101470442
1852308,Bomen rooien,Fraxinus excelsior 'Diversifolia',4-10 cm,Boom is dood,5,Niet van toepassing,100%,Categorie III,Oude Liesbosweg,52.05747222,5.127098651
1852184,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04689652,5.045034105
1852175,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,32,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.06961428,5.159560257
1852070,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04627482,5.063936502
1852000,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,48,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.07662542,5.169890236
1851758,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,38,Matig,1-5%,Categorie I,Landgoed Amelisweerd,52.07625778,5.169533185
1851616,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie III,Lo Bruntpad,52.09731301,5.149153338
1851338,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,12,Minimaal,26-50%,Categorie I,Koningsweg,52.0737413,5.146382669
1851157,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Matig,26-50%,Categorie I,Ringkade,52.04690559,5.063864602
1851121,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,15,Niet van toepassing,100%,Categorie III,Meentpark,52.0733069,5.040725788
1850907,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,58,Matig,6-25%,Categorie I,Landgoed Amelisweerd,52.07673791,5.170306586
1850751,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,27,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.06979338,5.165820573
1850527,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,53,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07754251,5.169717008
1850476,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,30,Niet van toepassing,100%,Categorie I,Landgoed Amelisweerd,52.06811799,5.167739388
1850185,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03019792,5.062384897
1850147,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,17,Matig,26-50%,Categorie III,Proostwetering,52.1149337,5.037072236
1850119,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,4,Minimaal,26-50%,Categorie I,Thorbeckelaan,52.10647801,5.097239015
1850109,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,36,Goed,1-5%,Categorie I,Landgoed Amelisweerd,52.07154847,5.15311538
1849884,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,32,Matig,1-5%,Categorie I,C.H. Letschertweg,52.07296556,5.037329201
1849812,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Matig,26-50%,Categorie III,Park de Koppel,52.06394573,5.141425576
1849773,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,27,Minimaal,76-99%,Categorie III,Landgoed Amelisweerd,52.07135741,5.153762506
1849590,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,23,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.06795794,5.166739701
1849445,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,39,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06999053,5.163602709
1849437,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Lichte sterfte,57,Minimaal,6-25%,Categorie I,Koningin Wilhelminalaan,52.07689188,5.10712373
1849297,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,C.H. Letschertweg,52.07253575,5.040155332
1849196,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,47,Matig,26-50%,Categorie II,Landgoed Amelisweerd,52.07034667,5.171433029
1849054,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,76-99%,Categorie I,Da Costakade,52.08113542,5.114987043
1849042,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Hollantlaan,52.06210631,5.102601102
1848972,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,11,Minimaal,26-50%,Categorie II,Máximapark,52.09793869,5.028490082
1848945,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,12,Matig,26-50%,Categorie I,Koningsweg,52.07329262,5.147002795
1848925,Bomen rooien,Fraxinus ornus,< 4 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Robijnhof,52.07299019,5.127800038
1848840,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04684236,5.04520245
1848737,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,33,Minimaal,51-75%,Categorie III,Kloosterpark,52.07542727,5.028257625
1848506,Bomen rooien,Fraxinus excelsior,,Boom is dood,43,Niet van toepassing,,Categorie I,Koningsweg,52.07201032,5.149678088
1848500,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,22,Matig,51-75%,Categorie I,Nedereindseweg,52.03710711,5.059300025
1848419,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,35,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.0702893,5.163324103
1848402,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,37,Minimaal,26-50%,Categorie I,Manitobadreef,52.12698661,5.078733329
1848383,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,32,Niet van toepassing,100%,Categorie I,Lo Bruntpad,52.09851687,5.148131763
1848231,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Sartreweg,52.10126884,5.142705511
1848142,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,17,Minimaal,100%,Categorie III,Gageldijk,52.13001559,5.102473543
1848051,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Geen sterfte,67,Goed,1-5%,Categorie I,Verheulstraat,52.10655379,5.111445552
1847655,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie II,Seoeldreef,52.12748996,5.101175314
1847215,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05201901,5.064217228
1847207,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,55,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.07092695,5.153796839
1847111,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,38,Minimaal,26-50%,Categorie I,Nijeveldsingel,52.06131877,5.124103327
1847084,Bomen rooien,Fraxinus americana 'Autumn Applause',< 4 cm,Boom is afstervend,4,Minimaal,76-99%,Categorie I,Weg naar Rhijnauwen,52.08379833,5.159965603
26134,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,16 tot 40 jaar,Minimaal,1-5%,Categorie I,Proostwetering,52.11492395,5.037114198
26133,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,16 tot 40 jaar,Niet van toepassing,6-25%,Categorie I,Proostwetering,52.11491117,5.037015635
26132,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Proostwetering,52.11486672,5.036946591
26124,Bomen rooien,Fraxinus excelsior 'Altena',4-10 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie I,J.C. Verthorenpad,52.09548795,5.076578155
26071,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Meentpark,52.07294689,5.039936565
26055,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,Ouder dan 40 jaar,Matig,51-75%,Categorie III,Meentpark,52.07314216,5.040013069
26054,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,Ouder dan 40 jaar,Minimaal,51-75%,Categorie III,Meentpark,52.0731079,5.040040086
26049,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie I,Meentpark,52.07292458,5.040288913
26042,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,16 tot 40 jaar,Niet van toepassing,100%,Categorie III,Meentpark,52.07351579,5.040928681
26040,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie I,Meentpark,52.0734798,5.040968021
26039,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,16 tot 40 jaar,Niet van toepassing,100%,Categorie I,Meentpark,52.07346175,5.040970596
26036,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie II,Meentpark,52.07296235,5.041292476
26031,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie III,Meentpark,52.0729358,5.040671879
26021,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,Ouder dan 40 jaar,Minimaal,76-99%,Categorie II,Meentpark,52.07328515,5.0402943
25979,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie II,Meentpark,52.07787013,5.044385156
25966,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Ringkade,52.05221861,5.064173203
25965,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,15 jaar of jonger,Minimaal,26-50%,Categorie I,Ringkade,52.04587189,5.063807722
25958,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie II,Ringkade,52.04180418,5.06295149
25956,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,15 jaar of jonger,Minimaal,26-50%,Categorie III,Nedereindseplas,52.03847923,5.059841235
25950,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie III,Nedereindseplas,52.03995903,5.059032887
25946,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03969884,5.060057767
25942,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Matig,26-50%,Categorie I,Nedereindseplas,52.03983073,5.059463484
25938,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie II,Nedereindseplas,52.0402273,5.058412687
25934,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie II,Nedereindseplas,52.04030919,5.058188487
25933,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,16 tot 40 jaar,Minimaal,6-25%,Categorie I,Nedereindseplas,52.04044192,5.058167923
25926,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,16 tot 40 jaar,Matig,76-99%,Categorie III,Nedereindseplas,52.04005346,5.05725788
25923,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,16 tot 40 jaar,Matig,6-25%,Categorie I,Nedereindseplas,52.0398648,5.057172009
25920,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,6-25%,Categorie I,Nedereindseplas,52.03968319,5.057126518
25897,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,16 tot 40 jaar,Minimaal,6-25%,Categorie III,Nedereindseplas,52.03960421,5.056737365
25893,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Nedereindseplas,52.02996997,5.062404225
25892,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,15 jaar of jonger,Minimaal,51-75%,Categorie I,Nedereindseplas,52.02989706,5.062392222
25891,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is afstervend,15 jaar of jonger,Minimaal,76-99%,Categorie I,Nedereindseplas,52.03258394,5.062639451
25890,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie I,Nedereindseplas,52.03276431,5.062664564
25888,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,16 tot 40 jaar,Minimaal,76-99%,Categorie I,Nedereindseplas,52.03280237,5.062725261
25886,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,16 tot 40 jaar,Niet van toepassing,100%,Categorie I,Nedereindseplas,52.03275981,5.062721416
25882,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,15 jaar of jonger,Minimaal,76-99%,Categorie I,Nedereindseplas,52.03265216,5.062766162
25877,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03268964,5.062825638
25874,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03262241,5.062826125
25871,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03254259,5.062780202
25868,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,15 jaar of jonger,Minimaal,26-50%,Categorie III,Veldhuizerweg,52.08421298,5.003797879
25845,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,16 tot 40 jaar,Matig,51-75%,Categorie II,Oudenrijnsepad,52.07023744,5.056312023
25813,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,16 tot 40 jaar,Goed,1-5%,Categorie I,Trompetbloemlaan,52.09581208,5.000522673
25812,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,16 tot 40 jaar,Goed,1-5%,Categorie I,Trompetbloemlaan,52.09580472,5.000591399
25795,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,15 jaar of jonger,Minimaal,51-75%,Categorie I,Nedereindseplas,52.03243646,5.062618398
25794,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,15 jaar of jonger,Matig,26-50%,Categorie I,Nedereindseplas,52.03243276,5.062619824
25793,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,15 jaar of jonger,Matig,26-50%,Categorie I,Nedereindseplas,52.03235579,5.062563373
25792,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,15 jaar of jonger,Matig,51-75%,Categorie I,Nedereindseplas,52.03231291,5.062603147
25784,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,15 jaar of jonger,Niet van toepassing,100%,Categorie I,Nedereindseplas,52.03185973,5.062601446
25738,Bomen rooien,Fraxinus cultivar onbekend,< 4 cm,Matige sterfte,15 jaar of jonger,Matig,26-50%,Categorie III,C.H. Letschertweg,52.0692029,5.065435673
25732,Bomen rooien,Fraxinus ornus,>10 cm,Ernstige sterfte,15 jaar of jonger,Niet van toepassing,76-99%,Categorie I,Rijnesteinhof,52.06089435,5.120130749
25730,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,15 jaar of jonger,Minimaal,51-75%,Categorie I,Rijnesteinhof,52.06083657,5.12044854
25724,Bomen rooien,Fraxinus excelsior,< 4 cm,Geen sterfte,Ouder dan 40 jaar,Niet van toepassing,0%,Categorie I,Waterlinieweg,52.06156787,5.125209955
25717,Bomen rooien,Fraxinus excelsior,4-10 cm,,15 jaar of jonger,Minimaal,51-75%,Categorie III,Waterlinieweg,52.06116446,5.124905701
25712,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie III,Waterlinieweg,52.06099786,5.124855582
25711,Bomen rooien,Fraxinus excelsior,< 4 cm,,15 jaar of jonger,Minimaal,26-50%,Categorie III,Waterlinieweg,52.06093923,5.12479388
25700,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,16 tot 40 jaar,Matig,51-75%,Categorie I,Park de Koppel,52.05577332,5.134730412
25694,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05574464,5.133968045
25683,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.0556872,5.133371153
25680,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,16 tot 40 jaar,Matig,26-50%,Categorie I,Park de Koppel,52.05567222,5.133178925
25675,Bomen rooien,Fraxinus excelsior,,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05580199,5.131444736
25648,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05620143,5.131194632
25646,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05622134,5.131232355
25615,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05602577,5.131388592
25612,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05601894,5.131469974
25599,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05598649,5.131562861
25588,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie II,Park de Koppel,52.05593374,5.131135626
25585,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05594381,5.130108084
25582,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05594864,5.131741087
25578,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05589898,5.131782778
25576,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,16 tot 40 jaar,Minimaal,76-99%,Categorie I,Park de Koppel,52.05591308,5.13181581
25574,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05593614,5.131857071
25573,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05590421,5.131844831
25572,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.0558774,5.131834632
25571,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05588639,5.131865637
25570,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05586856,5.131880231
25564,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,15 jaar of jonger,Minimaal,51-75%,Categorie I,Park de Koppel,52.05585216,5.131967252
25563,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05591602,5.131995859
25562,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Park de Koppel,52.05587648,5.131998154
25551,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Waterlinieweg,52.06590967,5.126575589
25548,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Waterlinieweg,52.07091246,5.132063846
25542,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie II,Waterlinieweg,52.07026174,5.131131861
25540,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Waterlinieweg,52.07010468,5.130914978
25520,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is dood,16 tot 40 jaar,Niet van toepassing,100%,Categorie II,Beatrixpark,52.06932685,5.13313597
25515,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie I,Beatrixpark,52.06936792,5.133046465
25514,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie II,Beatrixpark,52.06931123,5.133069101
25499,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,15 jaar of jonger,Minimaal,26-50%,Categorie I,Australiëlaan,52.06461985,5.103807197
25482,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,Ouder dan 40 jaar,Niet van toepassing,100%,Categorie II,Landgoed Amelisweerd,52.07734565,5.169678317
25471,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,Ouder dan 40 jaar,Minimaal,26-50%,Categorie I,Park Transwijk,52.071374,5.104573868
25468,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,51-75%,Categorie I,Kanaalweg,52.0772778,5.108835719
25467,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie III,Merwedeplantsoen,52.08105566,5.106901509
25466,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie III,Merwedeplantsoen,52.08109401,5.10685444
25454,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,16 tot 40 jaar,Minimaal,26-50%,Categorie I,Da Costakade,52.0798422,5.116359373
25450,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,16 tot 40 jaar,Minimaal,76-99%,Categorie I,Da Costakade,52.0798044,5.11626532
25441,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,Ouder dan 40 jaar,Minimaal,51-75%,Categorie I,Waterlinieweg,52.05733173,5.124193492
25423,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,16 tot 40 jaar,Niet van toepassing,100%,Categorie I,Waterlinieweg,52.06391495,5.126654881
25422,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,Ouder dan 40 jaar,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.07674874,5.170040919
