Boomnummer,Maatregel,Boomsoort in veld gemuteerd,Diameter afgestorven tak,Kroonsterfte,Leeftijd,Mate van hergroei,Netto ontbladering,Risicoprofiel,Straat,LAT,LON
1920028,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,38,Matig,51-75%,Categorie II,Mytylweg,52.07446463,5.153645362
1919948,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,34,Minimaal,26-50%,Categorie III,Kloosterpark,52.07520265,5.027281689
1919941,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,36,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06889128,5.166459458
1919803,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04907843,5.063948626
1919719,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,34,Minimaal,76-99%,Categorie II,Kloosterpark,52.0755202,5.025904048
1919653,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,30,Niet van toepassing,100%,Categorie II,Landgoed Amelisweerd,52.0679389,5.160961562
1919619,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Ernstige sterfte,10,Minimaal,26-50%,Categorie III,Máximapark,52.08974944,5.039582716
1919612,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie III,Utrechtseslag,52.12109061,5.040323944
1919549,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,64,Goed,0%,Categorie II,Landgoed Amelisweerd,52.0673982,5.162100385
1919280,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Heijcopperkade,52.0563212,5.06376438
1919102,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.07674353,5.16994203
1918757,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,50,Niet van toepassing,100%,Categorie II,Landgoed Amelisweerd,52.06960386,5.161621125
1918710,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,6-25%,Categorie I,Krikkelaan,52.07797972,5.100365126
1918646,Bomen rooien,Fraxinus excelsior,< 4 cm,Geen sterfte,53,Goed,1-5%,Categorie I,Landgoed Amelisweerd,52.07002071,5.16482914
1918187,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04222617,5.060119314
1918129,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,34,Minimaal,26-50%,Categorie I,Kloosterpark,52.07556723,5.025879892
1918115,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04690198,5.063959235
1918107,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,68,Minimaal,6-25%,Categorie I,Landgoed Amelisweerd,52.07583208,5.169082047
1917936,Bomen rooien,Fraxinus angustifolia 'Raywood',4-10 cm,Matige sterfte,40,Minimaal,26-50%,Categorie I,Louis Bouwmeesterlaan,52.08499094,5.150994323
1917900,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Overste den Oudenlaan,52.07956446,5.102313983
1917837,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,48,Minimaal,51-75%,Categorie I,Albert van Dalsumlaan,52.08899034,5.154877029
1917669,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,24,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.07044948,5.155059468
1917650,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie III,Winklerlaan,52.10973791,5.140846152
1917564,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,4,Matig,26-50%,Categorie I,Thorbeckelaan,52.10659398,5.097324676
1917520,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,32,Minimaal,1-5%,Categorie I,Verlengde Hoogravenseweg,52.06025644,5.113091385
1917388,Bomen rooien,Fraxinus exelsior 'Atlas',< 4 cm,Lichte sterfte,10,Minimaal,26-50%,Categorie III,Veldhuizerweg,52.08342809,5.00367733
1917345,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06949912,5.165636804
1917172,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,31,Minimaal,51-75%,Categorie II,Landgoed Amelisweerd,52.06893318,5.166084723
1917143,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,33,Matig,26-50%,Categorie III,Mytylweg,52.07446453,5.153505772
1917138,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04754074,5.06398305
1917115,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05140311,5.06404206
1917104,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Matig,26-50%,Categorie III,Klopdijk,52.11971889,5.091365389
1917101,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.05280878,5.064439405
1917065,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,23,Matig,26-50%,Categorie I,Kennedylaan,52.08102674,5.085309146
1916927,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,41,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.07094609,5.167496535
1916875,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,47,Minimaal,51-75%,Categorie I,Da Costakade,52.08093916,5.115161984
1916821,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,29,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07134331,5.153905515
1916736,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,48,Matig,26-50%,Categorie II,Oostbroekselaan,52.09449422,5.155583335
1916698,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,33,Minimaal,26-50%,Categorie III,Kloosterpark,52.07504334,5.027535026
1916504,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,21,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.07058016,5.168886823
1916345,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,38,Minimaal,51-75%,Categorie III,Landgoed Amelisweerd,52.07673139,5.16983998
1916003,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Heijcopperkade,52.0600498,5.065427449
1915875,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,34,Minimaal,51-75%,Categorie III,Kloosterpark,52.07511999,5.027321446
1915783,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,14,Minimaal,51-75%,Categorie I,Nedereindseplas,52.0359758,5.059631261
1915624,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,24,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07148614,5.152958185
1915261,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,42,Matig,51-75%,Categorie I,Zandweg,52.08248462,5.066066151
1915093,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,17,Minimaal,51-75%,Categorie III,Proostwetering,52.11490575,5.037040044
1914782,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Matig,51-75%,Categorie I,Oostbroekselaan,52.09617401,5.156691173
1914450,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05061818,5.06400982
1914273,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,43,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06898128,5.171381272
1914174,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Matig,51-75%,Categorie I,Wim Sonneveldlaan,52.08657213,5.15926344
1914109,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04811624,5.064009218
1913974,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,57,Minimaal,51-75%,Categorie I,J.C. Verthorenpad,52.09438234,5.076328184
1913842,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,37,Matig,51-75%,Categorie I,Stelviobaan,52.06606566,5.132200207
1913536,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.0478465,5.042329544
1913523,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04504835,5.052532214
1913385,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05295345,5.064391562
1913307,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,4,Matig,51-75%,Categorie I,Orinocodreef,52.12100427,5.090685649
1913069,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Lichte sterfte,57,Minimaal,6-25%,Categorie I,Koningin Wilhelminalaan,52.07679986,5.106379491
1912812,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Minimaal,51-75%,Categorie I,Overste den Oudenlaan,52.08223754,5.099326823
1912725,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,34,Minimaal,26-50%,Categorie I,Kloosterpark,52.07560574,5.026362839
1912715,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,43,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07749259,5.170620639
1912693,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,28,Niet van toepassing,100%,Categorie II,Landgoed Amelisweerd,52.06709684,5.16196627
1912643,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,42,Minimaal,76-99%,Categorie III,Biltsestraatweg,52.09807846,5.147350411
1912607,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,47,Minimaal,76-99%,Categorie I,Jeremias de Deckerstraat,52.08349825,5.112796828
1912350,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,33,Matig,26-50%,Categorie III,Landgoed Amelisweerd,52.06926087,5.171410552
1912327,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,47,Minimaal,51-75%,Categorie I,Da Costakade,52.07933817,5.116671497
1912266,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,23,Minimaal,26-50%,Categorie I,Ringkade,52.05260034,5.064373989
1912076,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Hollantlaan,52.06217411,5.101685487
1912005,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04810492,5.041137573
1911906,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Rijksstraatweg,52.07931252,5.072084834
1911880,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is dood,5,Niet van toepassing,100%,Categorie II,Einthovendreef-zuid,52.11811295,5.137767463
1911860,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,67,Goed,1-5%,Categorie II,Park de Koppel,52.05806516,5.139441315
1911751,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Rijksstraatweg,52.07039885,5.056094636
1911399,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,49,Minimaal,6-25%,Categorie I,Landgoed Amelisweerd,52.07033814,5.162539191
1911220,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04186254,5.063121355
1911147,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,24,Minimaal,51-75%,Categorie I,Landgoed Amelisweerd,52.0732933,5.156888373
1910874,Bomen rooien,Fraxinus pennsylvanica,4-10 cm,Matige sterfte,28,Minimaal,26-50%,Categorie II,Brailledreef,52.11219778,5.107605463
1910852,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,C.H. Letschertweg,52.07250154,5.040381967
1910841,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,47,Matig,51-75%,Categorie II,Einthovendreef-zuid,52.12013051,5.140728273
1910588,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,31,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.07182093,5.153176673
1910529,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.0499065,5.064077935
1910502,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04907511,5.064048072
1910322,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,27,Minimaal,76-99%,Categorie I,Landgoed Amelisweerd,52.07328138,5.156768831
1910279,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04704059,5.044319587
1910275,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,37,Minimaal,76-99%,Categorie I,Oudenrijnsepad,52.07023589,5.056123991
1910256,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,14,Matig,26-50%,Categorie I,Uraniumweg,52.11269454,5.048719039
1910140,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,77,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.07334479,5.156559926
1910043,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04700259,5.044694808
1909752,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Overste den Oudenlaan,52.07954345,5.099363705
1909549,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Boom is afstervend,57,Minimaal,76-99%,Categorie I,Koningin Wilhelminalaan,52.07659514,5.108929997
1909473,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04465759,5.063875001
1909362,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04926801,5.063957025
1909252,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,6,Matig,1-5%,Categorie I,Acaciastraat,52.10180721,5.101668011
1909243,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,32,Minimaal,6-25%,Categorie III,Landgoed Amelisweerd,52.06931289,5.171351963
1908780,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,26,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06898549,5.165414745
1908616,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04920418,5.064050202
1908598,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,45,Matig,51-75%,Categorie II,Landgoed Amelisweerd,52.07327954,5.156744044
1908561,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04741428,5.063882941
1908542,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,48,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.07782721,5.170425737
1908466,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04785861,5.063999998
1908457,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,26,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.06966694,5.165977255
1908408,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,51-75%,Categorie II,Koningsweg,52.07356169,5.146148364
1908385,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie II,Beatrixpark,52.07087675,5.133296286
1908224,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,17,Minimaal,6-25%,Categorie III,Nedereindseplas,52.03914287,5.056449593
1907774,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04933084,5.064056286
1907592,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,47,Minimaal,1-5%,Categorie I,Krikkelaan,52.07833608,5.101281566
1907283,Bomen rooien,Fraxinus excelsior,>10 cm,Ernstige sterfte,39,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.06779319,5.162789684
1907242,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Lichte sterfte,27,Minimaal,1-5%,Categorie I,Betuwe,52.06218387,5.136765278
1907000,Bomen rooien,Fraxinus excelsior,4-10 cm,Boom is afstervend,22,Minimaal,76-99%,Categorie I,Nedereindseplas,52.0301427,5.062374659
1906963,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04965257,5.063973055
1906892,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04703333,5.044603756
1906857,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04543255,5.06380935
1906636,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,31,Matig,51-75%,Categorie I,Landgoed Amelisweerd,52.06723197,5.16881419
1906612,Bomen rooien,Fraxinus excelsior,< 4 cm,Boom is afstervend,39,Niet van toepassing,76-99%,Categorie III,Landgoed Amelisweerd,52.06915492,5.164702181
1906600,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04188315,5.063131117
1906513,Bomen rooien,Fraxinus excelsior,>10 cm,Matige sterfte,38,Matig,51-75%,Categorie III,Mytylweg,52.07434089,5.153297835
1906425,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,34,Minimaal,6-25%,Categorie III,Kloosterpark,52.07521942,5.027624777
1906043,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.04945858,5.063964834
1905991,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,48,Matig,26-50%,Categorie I,Albert van Dalsumlaan,52.08895316,5.154892688
1905979,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Matig,26-50%,Categorie I,Meentpark,52.07327742,5.040207924
1905937,Bomen rooien,Fraxinus angustifolia 'Raywood',< 4 cm,Ernstige sterfte,14,Niet van toepassing,51-75%,Categorie I,Prof. Bijvoetlaan,52.10172996,5.141550702
1905920,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Ernstige sterfte,5,Minimaal,76-99%,Categorie I,Chico Mendesstraat,52.11092112,5.143889335
1905684,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Nedereindseplas,52.03239095,5.062714805
1905426,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,27,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.0697431,5.162055047
1905311,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,14,Minimaal,26-50%,Categorie I,Uraniumweg,52.11245409,5.049307145
1904793,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04735082,5.063882524
1904752,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,23,Minimaal,26-50%,Categorie I,Ringkade,52.04895645,5.063945425
1904695,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04710348,5.044370272
1904529,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is afstervend,32,Minimaal,76-99%,Categorie I,Ringkade,52.04862861,5.063928549
1904440,Bomen rooien,Fraxinus excelsior,< 4 cm,Ernstige sterfte,33,Minimaal,26-50%,Categorie I,Leidseweg,52.0854498,5.091417259
1904378,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,83,Matig,26-50%,Categorie I,Landgoed Amelisweerd,52.06837989,5.177150355
1904296,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',>10 cm,Ernstige sterfte,47,Minimaal,76-99%,Categorie III,Einthovendreef,52.11807141,5.138825939
1904174,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Matig,26-50%,Categorie II,Landgoed Amelisweerd,52.07029977,5.163631792
1904142,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,37,Matig,51-75%,Categorie I,Park de Koppel,52.06369439,5.14123388
1904103,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,37,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.06721086,5.162839272
1904089,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Ernstige sterfte,47,Minimaal,51-75%,Categorie I,Nedereindseweg,52.04261467,5.059095141
1904066,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,43,Minimaal,51-75%,Categorie I,Wevelaan,52.1039894,5.138393893
1904054,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Minimaal,26-50%,Categorie II,Wim Sonneveldlaan,52.08728585,5.157863353
1904000,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Minimaal,51-75%,Categorie I,Olympus,52.06242707,5.125707872
1903943,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,22,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.06929787,5.168085091
1903895,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,38,Matig,26-50%,Categorie III,Mytylweg,52.07461913,5.153325553
1903847,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,37,Minimaal,76-99%,Categorie III,Landgoed Amelisweerd,52.07243183,5.154389917
1903835,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,37,Minimaal,51-75%,Categorie I,2e Daalsedijk,52.09917579,5.100232822
1903749,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Minimaal,51-75%,Categorie I,Laan van Maarschalkerweerd,52.07369987,5.147356217
1903663,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,5,Minimaal,26-50%,Categorie I,Langerakbaan,52.08657139,5.070374203
1903636,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,9,Minimaal,26-50%,Categorie III,Máximapark,52.11580809,5.029060591
1903588,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,33,Minimaal,26-50%,Categorie III,C.H. Letschertweg,52.07300309,5.034481312
1903365,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,25,Niet van toepassing,100%,Categorie III,Landgoed Amelisweerd,52.06962657,5.165539914
1903343,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05048065,5.064006877
1903335,Bomen rooien,Fraxinus excelsior,>10 cm,Boom is dood,37,Niet van toepassing,100%,Categorie I,Waterlinieweg,52.05902502,5.124108932
1902723,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,38,Minimaal,51-75%,Categorie III,Mytylweg,52.07454196,5.153391595
1902609,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Lichte sterfte,62,Minimaal,1-5%,Categorie I,Mesdaglaan,52.07819295,5.137120458
1902407,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04796494,5.041828909
1902339,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,37,Minimaal,26-50%,Categorie I,Nedereindseweg,52.04776384,5.042582957
1902285,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,32,Minimaal,26-50%,Categorie I,C.H. Letschertweg,52.0728111,5.038343684
1902164,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,23,Minimaal,26-50%,Categorie I,Ringkade,52.05223415,5.064171793
1902050,Bomen rooien,Fraxinus excelsior,< 4 cm,Matige sterfte,28,Minimaal,26-50%,Categorie I,Landgoed Amelisweerd,52.06722252,5.161885426
1902029,Bomen rooien,Fraxinus excelsior,4-10 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Ringkade,52.05003315,5.064079645
1901990,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,32,Minimaal,26-50%,Categorie I,Paardenveld,52.09485668,5.111035381
1901879,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.0466493,5.063853333
1901868,Bomen rooien,Fraxinus excelsior 'Jaspidea',< 4 cm,Lichte sterfte,37,Matig,1-5%,Categorie I,Mandenmakerslaan,52.08008559,5.027036858
1901588,Bomen rooien,Fraxinus excelsior,< 4 cm,Lichte sterfte,23,Minimaal,26-50%,Categorie III,Landgoed Amelisweerd,52.06706593,5.162252269
1901504,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',< 4 cm,Matige sterfte,37,Goed,26-50%,Categorie III,Sartreweg,52.10125436,5.143479126
1901440,Bomen rooien,Fraxinus excelsior 'Westhof's Glorie',4-10 cm,Matige sterfte,14,Matig,26-50%,Categorie I,Nedereindseplas,52.03561133,5.059504512
1901169,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05306698,5.064526477
1901045,Bomen rooien,Fraxinus excelsior 'Pendula',< 4 cm,Ernstige sterfte,32,Matig,26-50%,Categorie I,Chilidreef,52.12181905,5.089443912
1900956,Bomen rooien,Fraxinus excelsior,4-10 cm,Lichte sterfte,67,Minimaal,6-25%,Categorie I,Nijeveldsingel,52.06292859,5.124811326
1900848,Bomen rooien,Fraxinus excelsior 'Diversifolia',< 4 cm,Matige sterfte,10,Goed,26-50%,Categorie III,Máximapark,52.08972855,5.039631906
1900796,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.04811562,5.063913593
1900675,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,48,Matig,51-75%,Categorie III,Landgoed Amelisweerd,52.07759414,5.16978736
1900590,Bomen rooien,Fraxinus excelsior,4-10 cm,Ernstige sterfte,32,Minimaal,51-75%,Categorie I,Ringkade,52.05168775,5.064002392
